aID_STAO,elevation,HS,land_use,N_surveys,SR_pl_mean,SR_pl_sh_mean,SR_pl_lo_mean,SR_pl_trend,T_pl_mean,T_pl_sh_mean,T_pl_lo_mean,T_pl_trend,T_pl_sh_trend,T_pl_lo_trend,SR_mo_mean,SR_mo_sh_mean,SR_mo_lo_mean,SR_mo_trend,T_mo_mean,T_mo_sh_mean,T_mo_lo_mean,T_mo_trend,T_mo_sh_trend,T_mo_lo_trend
216,2186.699951171875,alpine,unused,3,41,0.8333333333333333,26.666666666666668,-6.000000000000018,2.3233333333333333,2.5,2.1051587301587302,0.04999999999999962,NA,0.05952380952380886,10.666666666666666,1.3333333333333333,5.333333333333333,-1.0000000000000058,2.0566666666666666,2,2,-6.367224873061579e-16,NA,-2.647304459028178e-16
217,2679.10009765625,alpine,unused,4,25.75,0.75,2.125,3.8,1.205,1.5,1.1458333333333333,0.04800000000000013,3.761150153715065e-16,0.2500000000000001,14.25,3,6.5,3.8000000000000007,1.2974999999999999,1,1.2416666666666667,0.10600000000000033,-0,-0.04666666666666676
218,2803.199951171875,alpine,unused,4,14.25,0,1.5,-1.7999999999999998,1.125,NA,1.1875,-0.031999999999999855,NA,0.35,20.5,8.25,10.75,2.8000000000000016,1.5425,1.480357142857143,1.5651515151515152,0.10999999999999996,-0.12428571428571446,0.2896969696969702
219,2513.800048828125,alpine,grassland,3,37.666666666666664,1.5,12.5,-1.0000000000000153,1.43,1.5,1.5,-0.010000000000000906,-4.205924393521447e-16,-4.205924393521447e-16,15.666666666666666,4,7.333333333333333,0.9999999999999948,1.21,1.0833333333333333,1.3,-0.07000000000000066,-2.8531587228488234e-16,-0.23333333333333417
220,1425.0999755859375,montane,grassland,4,53,8.5,48.75,-5.599999999999996,3.1625,3.40625,3.142708333333333,-0.10199999999999977,0.1249999999999998,-0.13500000000000015,7.25,4,5.5,-2.2,3.275,4,3.0833333333333335,0.019999999999999747,2.0059467486480348e-15,0.06666666666666643
221,589.79998779296875,colline,forest,3,25.666666666666668,16.5,39.833333333333336,15.999999999999977,3.606666666666667,4.162698412698413,3.501758658008658,0.019999999999999216,-0.09523809523809831,-0.014204545454546488,8,1,8,-4.000000000000001,3.3333333333333335,3,3.388888888888889,-0.3400000000000005,NA,-0.1666666666666672
222,2157.199951171875,alpine,unused,4,60.25,3.75,16.5,-6.200000000000003,1.88,2.5,1.7408459595959596,-0.007999999999999917,-0,-0.1628787878787877,24.75,15.75,14,5.400000000000002,2.2325,2.212797619047619,2.1669642857142857,0.025999999999999458,0.3440476190476194,-0.19357142857142828
223,1653.800048828125,subalpine,unused,3,47,0.5,23.333333333333332,5.999999999999983,2.033333333333333,1.5,2.195221445221445,0.07999999999999954,NA,-0.0961538461538469,29.666666666666668,11.333333333333334,40,4.999999999999984,2.7466666666666666,2.4166666666666665,2.8551587301587302,-1.8603750744244206e-16,-0.20000000000000126,0.041666666666665526
224,1780,subalpine,grassland,4,70.25,5.875,47.25,1.8000000000000007,2.4050000000000002,2.708333333333333,2.3877415458937197,0.06000000000000031,-0.4333333333333331,0.06536231884057955,26,14,23.5,2.800000000000001,2.7,2.8125,2.614163614163614,-0.055999999999999515,-0.1833333333333334,-0.005372405372405881
225,1619.800048828125,subalpine,grassland,4,25.25,1.75,19.125,3.3999999999999986,2.7800000000000002,3.5,2.46875,-0.004000000000000269,8.670249853669053e-16,-0.06071428571428611,6,2,6.75,3.1999999999999993,3.125,4,3,0.29999999999999977,NA,-0
226,1291.9000244140625,montane,grassland,4,45,7.25,25,4.000000000000003,3.2925,3.1875,3.1166666666666667,0.03399999999999963,0.25,0.1466666666666665,4,1.75,0.75,-1.9999999999999996,3.25,3.5,3,1.0000000000000027,2.0000000000000018,NA
227,1303.199951171875,montane,forest,5,14.8,0,19.9,2.599999999999997,2.92,NA,2.9375,-0.049999999999999725,NA,-0.11607142857142817,32.4,13.2,60.4,2.9999999999999996,2.942,2.86,2.957971014492754,0.026000000000000127,0.020000000000000025,0.03574879227053189
228,1357.199951171875,subalpine,forest,4,38.75,2.5,42,-1.3999999999999972,2.66,2.5,2.7452991452991453,0.003999999999999735,0,-0.01982905982905974,27,16.5,36,-2.799999999999998,2.8049999999999997,2.741071428571429,2.830109126984127,-0.06400000000000022,-0.08809523809523795,-0.055357142857142876
229,1876.199951171875,alpine,grassland,4,70.25,4.5,31.625,-8.999999999999998,2.29,3,2.1452205882352944,0.04800000000000058,-0,0.11852941176470573,26.25,10,20.25,-5.400000000000001,2.5675,2.283333333333333,2.6958333333333333,0.017999999999999777,-0.41333333333333283,0.29666666666666597
230,1381,subalpine,grassland,4,66.5,13.25,38.5,12.799999999999995,3.13,3.322916666666667,3.0643575174825175,0.06799999999999996,-0.07500000000000034,0.14466783216783197,27.75,7.25,34.5,1.7999999999999983,3.0324999999999998,3.125,3,0.07800000000000011,0.29999999999999977,-0
231,1032.5,montane,grassland,4,28.5,8.75,22.5,3.6000000000000014,3.28,3.1875,3.46875,0.03599999999999977,0.050000000000000176,-0.07499999999999982,1.75,1,0.75,-0.19999999999999987,3.5,4,3,1.0000000000000009,NA,NA
232,1013.5,montane,forest,5,51.8,6.7,69.6,2.201148857293779e-15,3.108,3.291666666666667,3.026654462242563,-0.002000000000000365,-0.3,-0.0028741418764303044,14.4,0.8,34.6,-1.2000000000000008,2.9979999999999998,4,2.9833333333333334,-0.044000000000000275,NA,-0.0166666666666668
233,783.4000244140625,montane,forest,4,22.5,18.125,21.375,-14.399999999999999,3.37,3.4166666666666665,3.475595238095238,0.04000000000000003,-0.10000000000000035,0.2528571428571425,5.75,6.75,6.5,-6.6,3.5,3.933333333333333,3.3,-0.2679999999999999,0.19999999999999968,0.1600000000000003
234,542,montane,forest,4,12,1.75,19.5,-10.799999999999997,3.32,3.5,3.4226190476190474,0.03600000000000013,NA,0.12857142857142864,9.75,2,20.75,-2.9999999999999982,3.1175,4,3.0666666666666664,-0.2100000000000003,2.0059467486480356e-15,-0.1200000000000001
235,719.20001220703125,montane,forest,4,14.5,2.5,26.625,3.5999999999999996,3.18,3.25,3.2234848484848486,0.07599999999999979,-0.4999999999999991,0.1295454545454545,6.75,2,13.5,5.8,3.2375,4,3.166666666666667,0.1740000000000002,NA,-0
236,571,montane,grassland,4,23.25,22.5,16.75,2.5999999999999996,3.3725,3.331845238095238,3.71875,-0.0019999999999995976,0.0345238095238102,-0.02499999999999982,1,0,0,-0.7999999999999998,NA,NA,NA,NA,NA,NA
237,1232.800048828125,subalpine,grassland,4,21.5,15.5,7.875,1.2,3.18,3.2372023809523807,3.5,-0.03600000000000012,-0.06690476190476104,-0,0,0,0,-0,NA,NA,NA,NA,NA,NA
238,639.29998779296875,montane,forest,4,10.5,0,26.25,-2.4000000000000004,3.385,NA,3.3910714285714283,0.04399999999999977,NA,0.03285714285714327,16,3.75,38.5,-6.399999999999998,3.12,3,3.1311688311688313,-0.1000000000000007,0,-0.11220779220779277
239,610.5999755859375,montane,forest,4,14.25,0,38,0.6000000000000006,3.27,NA,3.3064685314685316,-0.039999999999999855,NA,-0.03902097902097878,12.25,3,30.75,-1.0000000000000004,3.0625,3,3.0727272727272728,-0.01799999999999997,-4.806770735453082e-16,-0.02545454545454575
240,2874.89990234375,alpine,unused,4,16.5,0,1.875,1.3902191258184729e-15,1.1325,NA,1.0416666666666667,0.021999999999999797,NA,0.09999999999999991,8.5,7,1,-2.4,2.98,3.0833333333333335,2,0.9159999999999997,1.066666666666666,-3.9999999999999987
241,2667.89990234375,alpine,grassland,4,30.25,1.5,6,-3.799999999999998,1.4975,1.5,1.5166666666666666,0.03000000000000007,0,0.1200000000000001,18.5,4.75,7.75,-2.000000000000001,1.21,1.2125,1.1904761904761905,-0.024000000000000035,-0.06999999999999994,0.009523809523809485
242,2273.300048828125,alpine,unused,4,6.75,0,1.625,1.4,1.4125,NA,2,0.27,NA,1.9999999999999998,19.25,8.25,14.25,0.1999999999999999,1.7,1.5458333333333334,1.682900432900433,-0.06000000000000031,-0.06999999999999983,-0.15151515151515155
243,815.4000244140625,colline,forest,4,16.5,0,15,-4.800000000000002,3.4625,NA,3.3333333333333335,0.030000000000000956,NA,0.10000000000000035,25.25,12,32.75,1.3999999999999988,2.9025,2.5,3.0569444444444445,-0.19800000000000004,-0.5599999999999994,-0.09000000000000057
244,1225.5,montane,forest,4,51,20.625,54.375,0.3999999999999999,3.6325,3.9166666666666665,3.688467261904762,0.006000000000000049,-0.09999999999999981,-0.07244047619047629,6,1.75,5.75,2,3.4375,3.5,3.4583333333333335,-0.682,-1.9999999999999976,-0.7666666666666672
245,498.79998779296875,colline,grassland,5,27.8,33.5,14.9,2.6000000000000028,3.454,3.5554761904761905,3.545714285714286,0.07199999999999945,0.10952380952380947,0.028571428571428466,3,5.4,0,-2.9999999999999987,3.9166666666666665,3.9166666666666665,NA,0.035714285714284734,0.035714285714284734,NA
246,860.29998779296875,colline,forest,4,16.25,1.5,33.375,-1.4,3.6925,3,3.8170634920634923,0.1060000000000004,1.5044600614860266e-15,-0.06761904761904806,15.25,5.25,22.5,-9,3.13,3.7,3.0884920634920636,-0.06000000000000014,1.200000000000001,-0.05809523809523825
247,1882.5,subalpine,grassland,4,40.5,2.5,44.125,-4.399999999999997,2.4675000000000002,2.5,2.4156776745786033,-0.04199999999999999,-0,-0.04406604747162035,15.5,5,26.75,-2.3999999999999986,2.705,2.9166666666666665,2.6777777777777776,0.08800000000000006,-0.06666666666666643,0.10666666666666645
248,1840.800048828125,subalpine,unused,3,36,0.8333333333333333,24.5,5.99999999999999,2.513333333333333,2.5,2.45,0.0199999999999995,NA,-0.05000000000000159,7,5.666666666666667,5,-2.0000000000000044,3.1233333333333335,3.416666666666667,3,0.03000000000000001,0.1666666666666674,-8.411848787042894e-16
249,1714.300048828125,subalpine,grassland,4,48.5,3.875,31.125,1.1999999999999977,2.5125,2.75,2.303977272727273,0.050000000000000336,-0.3,0.009090909090908815,14.5,6.5,11,-2.000000000000001,3.1550000000000002,3.2083333333333335,3.125,-0.28400000000000014,-0.3666666666666669,-0.23333333333333298
250,1575.699951171875,subalpine,forest,5,6.4,0.6,9.8,-0.8000000000000007,2.726,3,2.723333333333333,0.013999999999999832,NA,0.0033333333333327667,14.8,3.2,29,1.1999999999999984,2.882,2.625,2.896969696969697,-0.1579999999999997,-0.5,-0.13636363636363627
251,1188.699951171875,montane,forest,4,33.25,1.5,39.5,-4.199999999999997,3.09,3,2.9779761904761903,-0.003999999999999915,7.522300307430131e-16,0.06619047619047613,24,7.75,46.25,2.8,3.0425,3.0625,3.0305555555555554,-0.038000000000000075,-0.14999999999999997,-0.002222222222222042
252,1224.199951171875,montane,forest,4,25.5,3.5,29.125,-2.4000000000000017,3.08,2.6875,2.9900252525252524,-0.11600000000000019,-0.44999999999999996,-0.09868686868686877,13.25,4,28,-1.3999999999999995,3.0425,3.111111111111111,3.03125,0.10199999999999941,0.19047619047618944,0.07499999999999982
253,1748.5999755859375,alpine,forest,4,15.75,2.5,15,3.4000000000000004,2.3075,2.5,2.3,0.029999999999999895,-0,0.137142857142857,23.5,9,34.75,1.1999999999999986,2.5425,2.1875,2.6120627738274798,0.10599999999999986,-0.1166666666666667,0.09898728722258186
254,1627.9000244140625,subalpine,forest,4,27,0.5,38.375,-6.799999999999998,2.6425,2,2.6212144945697577,-0.158,NA,-0.0966791979949871,25,5.75,37.5,-6.799999999999997,2.8625,2.422222222222222,2.902850877192982,0.15800000000000033,0.6666666666666657,0.12438596491228077
255,1710.9000244140625,subalpine,forest,5,17.8,0,28.6,-3.4,2.6,NA,2.641730769230769,-0.030000000000000044,NA,-0.04499999999999967,23.4,10.8,39.4,-5.599999999999997,2.676,2.7195238095238095,2.664285714285714,0.026000000000000183,-0.13666666666666638,0.07142857142857137
256,910.4000244140625,montane,grassland,4,28.75,11.25,26.75,-3.000000000000001,3.21,3.4270833333333335,3.1319444444444446,0.008000000000000186,-0.22499999999999964,0.016666666666666614,3,0,5.25,-1.5999999999999994,3,NA,3,-4.806770735453081e-16,NA,-4.806770735453081e-16
257,1417.9000244140625,subalpine,grassland,4,48,5.375,28.25,6.8000000000000025,2.6875,3.0416666666666665,2.512310606060606,0.142,0.09999999999999946,0.07954545454545467,18.5,4.5,23.75,6.400000000000001,2.7225,2.4583333333333335,2.713961038961039,-0.21800000000000047,-1.1666666666666665,-0.05220779220779209
258,1234.800048828125,montane,forest,4,11.5,0,16.5,7.999999999999998,2.865,NA,2.740625,0.09200000000000015,NA,0.07750000000000004,13.5,15,20.25,-1.9999999999999991,2.895,2.7738095238095237,3,0.0840000000000005,0.1619047619047613,0
259,872.0999755859375,montane,grassland,4,21,6.75,12.25,2,3.2625,3.3958333333333335,3.5,0.03800000000000025,0.01666666666666696,-0,1.75,0,1.5,0.5999999999999999,3,NA,3,1.5044600614860254e-15,NA,1.5044600614860254e-15
260,999.9000244140625,montane,forest,4,16,0,33.125,-2.8,3.135,NA,3.153409090909091,-0.05200000000000048,NA,-0.06363636363636384,11.25,5.25,24.75,1.4000000000000001,3,3,3,0,0,0
261,924.5,montane,forest,4,17.5,7,26,3.9999999999999982,3.2024999999999997,3.4166666666666665,3.1386183261183263,0.061999999999999736,0.26666666666666733,0.08347763347763379,5.75,3.5,11.5,3.4000000000000004,3.135,3.333333333333333,3.0625,0.12400000000000021,1.3333333333333344,-0.049999999999999815
262,840.5999755859375,montane,forest,4,5.5,0,12.375,-8.799999999999999,2.9725,NA,2.975,-0.034000000000000495,NA,-0.03999999999999988,6,0.75,16.5,-5.2,3,3,3,-0,NA,-0
263,553.79998779296875,montane,forest,5,15.8,5.7,17.8,-0.9999999999999991,3.164,3.1166666666666667,3.2031746031746033,-0.09399999999999971,-0.0666666666666661,-0.13253968253968296,9.2,0.6,20.4,2.7999999999999994,3,3,3,2.943699825358179e-16,NA,2.943699825358179e-16
264,594.70001220703125,montane,grassland,3,17,4.666666666666667,9.5,8.999999999999995,3.3466666666666667,3.5,3.555555555555556,-0.030000000000001113,-1.5735013049550878e-15,-0.16666666666666755,2,2.6666666666666665,0,-1.1924289063614786e-15,4,4,NA,NA,NA,NA
265,545.4000244140625,montane,forest,4,18.25,0.75,24.875,-0.5999999999999989,3.1375,3,3.108134920634921,0.04200000000000035,NA,0.047619047619047616,6.5,0.75,15.5,-0.3999999999999999,3.0825,3,3.0833333333333335,0.06600000000000036,NA,0.06666666666666643
266,609.4000244140625,montane,forest,4,16.25,1.5,31.75,5.799999999999999,3.1950000000000003,3,3.168108974358974,0.044000000000000476,7.52230030743013e-16,0.03346153846153843,7.25,1.75,16,-3.8,3.1875,3.5,3.1625,-0.11800000000000016,2.0000000000000018,-0.14999999999999963
267,527.79998779296875,montane,forest,5,12.8,1.2,19.9,8.399999999999995,3.2666666666666666,3,3.3121438746438745,-0.06000000000000102,1.504460061486026e-15,-0.033653846153848005,16.8,12.6,31,4.4,3.236,3.7476190476190476,3.0972222222222223,0.10199999999999979,0.03333333333333379,0.03611111111111132
268,768.20001220703125,montane,forest,4,33,5.5,49.875,3.999999999999997,3.325,3.0833333333333335,3.3247767857142856,0.04799999999999951,0.20000000000000034,0.07232142857142883,7,2.75,11.25,0.7999999999999999,3.1125,3.75,3,0.07000000000000044,-0.49999999999999944,-0
269,1202.199951171875,subalpine,forest,4,38,1.875,35.375,-10.000000000000002,3.14,3.75,3.0078125,0.031999999999999855,1.0000000000000002,0.01761363636363632,10.25,3.5,16.5,0.6000000000000006,2.9699999999999998,2.875,3,-0.024000000000000018,-0.09999999999999983,-0
270,712.5999755859375,montane,grassland,5,23.8,9.6,9.1,6.1999999999999975,3.292,3.5357142857142856,3.5,0.01599999999999952,-0.32857142857142824,-7.105161623493742e-17,1.8,2.2,0,-0.6,3.5,3.5,NA,-0.49999999999999956,-0.49999999999999956,NA
271,621.20001220703125,montane,grassland,4,52.5,30.625,23.5,2.000000000000003,3.5,3.8343073593073593,3.5001984126984125,-0.016000000000000195,-0.07160173160173161,-0.06396825396825373,4.25,2.75,6,2.1999999999999997,3.1,3.6666666666666665,3,0.2400000000000002,NA,0
272,682.5,montane,forest,4,10,0,24.5,1.2000000000000006,3.4475,NA,3.5,0.026000000000000332,NA,0.028571428571428643,8.25,2.25,13.75,1.3999999999999997,3.0425,3,3.05,-0.10199999999999942,-4.806770735453082e-16,-0.1200000000000001
273,2648,alpine,unused,4,28.5,1.5,7.25,1.9999999999999984,1.4825,1.5,1.53125,-0.018000000000000238,-0,0.025000000000000088,12.5,2.25,9,-0.8000000000000006,1.6125,1.5,1.6285714285714286,0.12200000000000004,1.2,-0.06857142857142805
274,2503.199951171875,alpine,unused,3,40.333333333333336,1.5,12.833333333333334,-6.776760919744151e-15,1.7266666666666666,1.5,1.8333333333333335,0.07999999999999943,-4.205924393521447e-16,-0.07142857142857256,17,2.6666666666666665,12,5.999999999999993,1.4833333333333332,1.3333333333333333,1.5085978835978837,-0.21000000000000069,-3.857768699189541e-16,-0.20634920634920692
275,1400.5,montane,grassland,5,55.4,10.4,54.6,3.600000000000001,3.324,3.7666666666666666,3.3355653462464607,-0.06199999999999998,-0.21666666666666695,0.02991982217988383,13.2,5.8,15.4,0.20000000000000007,3.288,3.7333333333333334,3.231666666666667,-0.1199999999999999,-0.19999999999999976,-0.09333333333333342
276,2619.199951171875,alpine,unused,4,26.25,0.75,6.75,3.3999999999999995,1.3050000000000002,1.5,1.5,-0.040000000000000126,7.522300307430126e-16,0,20.75,8,14.5,1.000000000000001,1.835,1.8041666666666667,1.8125,-0.07599999999999987,-0.17666666666666664,-0.1166666666666666
277,2572.5,alpine,unused,4,32.5,1.5,10.375,4.000000000000002,1.435,1.5,1.4308035714285714,8.921607113232387e-17,-0,0.0017857142857144125,9.75,1.75,2.75,-1,1.3225,1,1,0.1739999999999999,-0,-0
278,1882.4000244140625,subalpine,forest,3,32,3,25.333333333333332,11.999999999999988,2.513333333333333,3,2.3833333333333333,-0.1800000000000004,-8.411848787042894e-16,-0.2500000000000007,26.333333333333332,15.666666666666666,17.333333333333332,-2.0000000000000004,2.0666666666666664,2.058201058201058,2.009259259259259,-0.05000000000000064,-0.2539682539682541,-3.0560386722703255e-16
279,1167.199951171875,montane,forest,4,10.25,1.25,14,-3.799999999999999,3.0925000000000002,2.5,2.9291666666666667,0.03799999999999954,1.827691491024483e-16,-0.1566666666666663,16.25,3.25,29,-4.6,2.89,3.1666666666666665,2.818452380952381,0.14,0.49999999999999883,0.0480952380952381
280,1454.4000244140625,montane,forest,4,7.5,2.5,7.5,0.8000000000000005,2.9,2.5,3,-0.1240000000000002,0,-0.20000000000000015,23,6,38.5,-0.4000000000000003,2.9275,3.0416666666666665,2.909157509157509,0.0620000000000001,-0.16666666666666605,0.10754578754578697
281,2485.10009765625,alpine,unused,4,9.75,0,0.375,1.7999999999999998,1.215,NA,1.5,0.04799999999999986,NA,NA,3.25,0.75,0,1.4,3,3,NA,7.52230030743013e-16,NA,NA
282,1669.699951171875,subalpine,grassland,4,47.25,0,54.5,-10.199999999999996,2.93,NA,2.72531328320802,0.003999999999999381,NA,0.05551378446115311,10,6.5,13.5,-2.000000000000001,3.0675,3.166666666666667,3,-0.0019999999999999575,0,0
283,2071.5,alpine,grassland,5,44,2.7,12.5,-6.661159155849407e-15,1.998,2.25,1.8803571428571428,-0.06400000000000024,-0.8999999999999999,0.04464285714285747,14.2,3.6,11.2,0.20000000000000087,2.114,2.5,1.9819047619047618,0.09000000000000002,0.1999999999999997,0.06666666666666675
284,2264.800048828125,alpine,grassland,4,30,0.375,5.375,-2.8,1.41,1.5,1.65,-0.039999999999999855,NA,0.02666666666666656,30,13,10,-0.4,1.7225000000000001,1.6845238095238095,1.6666666666666665,0.07399999999999975,0.18571428571428597,0.13333333333333344
285,1407.699951171875,subalpine,grassland,4,47.75,11.75,33.125,5.000000000000003,2.99,3.1125,2.752001633986928,0.0679999999999996,-0.05999999999999996,0.06049019607843088,12.5,2.75,15.5,-5.599999999999998,2.94,2.833333333333333,2.9583333333333335,0.1799999999999989,0.3333333333333342,0.12499999999999918
286,1456.9000244140625,subalpine,grassland,4,35.25,8,18,3.4000000000000026,3.06,3.208333333333333,3.0104166666666665,0.0679999999999998,-0.0666666666666675,0.09642857142857081,7.25,9,2.25,0.19999999999999957,3.7725,4,3,0.017999999999999256,-0,-4.806770735453082e-16
287,1296.300048828125,montane,forest,4,19.75,2.5,26.375,17,3.203333333333333,3.375,3.124206349206349,-0.19000000000000056,0.5000000000000008,-0.18095238095238145,13.5,6.5,20.5,11.999999999999998,3.0933333333333333,3.2222222222222223,3.0555555555555554,-0.08000000000000121,-0.33333333333333476,-4.298784651882991e-16
288,1233.5999755859375,montane,grassland,5,53.4,0,40.7,-1.0000000000000027,2.95,NA,2.860724153297683,0.04199999999999994,NA,0.10546345811051748,23.4,5.4,45,5.1999999999999975,2.904,3,2.8917251461988305,-0.02999999999999992,2.943699825358179e-16,-0.03105263157894653
289,1307,subalpine,forest,4,32.5,3,38.625,-0.39999999999999875,3.045,3,2.919485294117647,0.04400000000000012,-0,0.09441176470588228,14.5,4,20.25,0.40000000000000113,2.8675,2.7777777777777777,2.897321428571429,-0.03399999999999998,-9.477771413044288e-16,-0.07499999999999998
290,670.0999755859375,montane,grassland,4,47.5,10.375,43.125,8.8,3.4050000000000002,3.7916666666666665,3.529059829059829,-0.008000000000000184,0.3666666666666669,-0.09435897435897402,6.25,3.75,8,-2.5999999999999996,3.3375,3.75,3.0208333333333335,0.12999999999999992,1.0000000000000002,0.783333333333333
291,802.70001220703125,montane,forest,4,6.5,0.75,14.5,-0.3999999999999995,3.37,3,3.40625,0.04000000000000039,NA,-0.025000000000000168,11,3.75,22,-2.799999999999999,3.1275,3,3.149206349206349,0.03799999999999954,0,0.053333333333333496
292,579.0999755859375,colline,grassland,4,22.25,20.25,9.125,1.8000000000000014,3.3175,3.3633928571428573,3.6458333333333335,-0.08200000000000002,0.05071428571428632,-0.21666666666666695,3,1,0,0.39999999999999997,4,4,NA,NA,NA,NA
293,534.4000244140625,colline,grassland,4,24.25,21.5,18.75,0.5999999999999996,3.3925,3.305654761904762,3.75,0.08200000000000002,0.08642857142857191,-0.11666666666666642,1,1,0,-0.4,4,4,NA,NA,NA,NA
294,592.29998779296875,montane,grassland,4,17.75,18.5,11.625,-7,3.4225,3.3208333333333333,3.98125,-0.07799999999999974,-0.08999999999999968,0.36500000000000005,0.25,1,0,-0.20000000000000007,4,4,NA,NA,NA,NA
295,620.79998779296875,montane,forest,5,29.8,16.6,28.6,13.599999999999993,3.346,3.6333333333333333,3.3264285714285715,0.019999999999999414,0.03333333333333292,-0.0064285714285712515,3.6,3.8,1.2,-1.5999999999999994,3.4175,3.6666666666666665,3,-0.1731428571428569,-0.384615384615385,7.522300307430131e-16
296,495.5,montane,forest,4,10,1.75,18.25,1.9999999999999991,3.56,3.5,3.658333333333333,0.02399999999999984,2.0000000000000018,-0.07999999999999954,7.25,2,14.25,4.2,3.2075,4,3.1458333333333335,0.3379999999999997,2.0059467486480348e-15,0.2500000000000005
297,497.1000061035156,colline,grassland,4,31.5,22.375,26.25,-5.9999999999999964,3.3725,3.4326388888888886,3.628621031746032,-0.0259999999999998,-0.1783333333333333,0.012023809523809525,9,4.75,10.25,4.799999999999999,3.3,3.833333333333333,3.1,-0.21599999999999983,-0.3333333333333326,0.1600000000000005
298,491,colline,forest,5,35.6,26,28.5,-3.4000000000000004,3.416,3.5160714285714287,3.48,0.03200000000000013,0.053571428571428915,0.04444444444444426,5.2,1.6,3.6,2.5999999999999988,3.2333333333333334,4,3,-0.3000000000000001,1.0029733743240174e-15,-8.411848787042895e-16
299,515.29998779296875,colline,forest,4,20.25,5.625,45.75,-5.799999999999997,3.5,3.8055555555555554,3.457371794871795,0.02399999999999949,0.20238095238095094,-0.018205128205128138,8,2.25,13.25,-6.799999999999999,3.1675,3,3.1666666666666665,0.13399999999999976,1.5044600614860266e-15,0.1333333333333337
300,1149.9000244140625,subalpine,forest,4,14,0,29.75,0.8000000000000006,3.1100000000000003,NA,3.1313131313131315,0.008000000000000186,NA,0.03838383838383823,15,2.25,30.5,4.4,2.785,3,2.7667124542124544,0.048000000000000216,-8.411848787042895e-16,0.034249084249083774
301,1050.0999755859375,montane,forest,4,7.25,0,13.875,-0.9999999999999998,2.92,NA,3.075,-0.036000000000000115,NA,0.09999999999999981,18,4,38.75,1.2000000000000013,2.955,2.75,2.9823717948717947,0.14400000000000032,0.4000000000000002,0.11153846153846149
302,766.9000244140625,montane,forest,4,12,0,31,4.3999999999999995,3.4675000000000002,NA,3.4392857142857145,0.1060000000000004,NA,0.08571428571428592,15.75,1.5,37,-1.7999999999999992,3.075,3,3.0767965587044532,0.07199999999999954,1.504460061486026e-15,0.06933198380566843
303,590.9000244140625,montane,grassland,4,28.25,12.625,18.125,8.999999999999998,3.465,3.5327380952380953,3.8422619047619047,0.011999999999999745,0.07857142857142844,-0.14523809523809578,2.25,1,0,0.19999999999999996,4,4,NA,NA,NA,NA
304,447.5,montane,grassland,3,19,2,12.666666666666666,5.999999999999989,3.4433333333333334,3,3.8333333333333335,-0.11000000000000111,7.522300307430131e-16,-0.250000000000002,0,0,0,-0,NA,NA,NA,NA,NA,NA
305,444.29998779296875,colline,grassland,4,63.25,6.125,44.5,-5.000000000000005,3.5625,4.0625,3.4902701465201464,-0.014000000000000052,-0.14999999999999997,-0.08855311355311385,8.5,3.75,15.25,-2.3999999999999986,3.0324999999999998,3,3.03125,-0.025999999999999794,-6.008463419316351e-16,-0.025000000000000182
306,2714.10009765625,alpine,unused,4,6,0,0,4.8,1.0275,NA,NA,0.02200000000000006,NA,NA,9,1.25,2.75,2.3999999999999995,1,1,1,-0,-0,-0
307,2508.300048828125,alpine,grassland,5,58.2,0.6,15.6,5.599999999999995,1.84,1.5,1.6971969696969698,0.03199999999999987,7.522300307430132e-16,-0.02113636363636371,14.4,2.8,10.8,-0.19999999999999896,1.916,1.9,1.8628571428571428,0.20799999999999996,0.1999999999999999,0.12000000000000001
308,1559.800048828125,subalpine,forest,4,33,2.5,40.75,-6.8000000000000025,2.75,2.5,2.6284313725490196,-0.008000000000000358,0,0.003921568627450972,28.75,9.75,49.75,-1,2.6775,2.65,2.689327485380117,-0.001999999999999951,0.2799999999999999,-0.054385964912281176
309,1162.800048828125,montane,forest,4,33.25,6.875,46.75,1.8000000000000027,3.125,3.0416666666666665,3.0180555555555557,0.08400000000000052,-0.10000000000000017,0.08111111111111083,26.5,11.5,39.5,-0.800000000000001,2.79,2.6220238095238093,2.8302884615384616,-0.048000000000000764,-0.430952380952381,0.05423076923076877
310,1178.0999755859375,montane,forest,4,17.25,0,18.125,-0.20000000000000134,3.1175,NA,3.147321428571429,-0.12999999999999987,NA,-0.036904761904762044,9.5,3,13.5,-0.7999999999999998,2.8875,3,2.8375,0.08999999999999986,0,0.13000000000000025
311,891.20001220703125,colline,forest,5,18.2,2.4,8.6,2.9999999999999987,3.554,4,3.2583333333333333,-0.0019999999999994918,-3.781863512897396e-16,0.03333333333333352,3.4,4.8,3.2,2.8111266853948646e-16,3.568,4,3.1666666666666665,0.43399999999999983,-0,0.4999999999999986
312,2563.800048828125,alpine,unused,4,22,1.5,2.625,2.799999999999998,1.5950000000000002,1.5,1.5,-0.044000000000000115,0,0,5.75,0,1.5,-0.9999999999999996,3,NA,3,0,NA,7.52230030743013e-16
313,2347,alpine,grassland,4,30,1.375,10.125,4.399999999999998,1.475,1.75,1.5071428571428571,-0.03199999999999994,-0.9999999999999991,-0.07428571428571436,10.75,2.75,4.5,-2.1999999999999993,1.825,1.25,1.8333333333333335,-0.46400000000000013,-0.5999999999999999,-0.6666666666666669
